ID,Name,Age,Position,Height,Weight,Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,DraftCategory,DraftPick
tj-cummings-1,T.J. Cummings,23,Forward,208,97,2004,UCLA,Pac-10,24,23,29.7,5.3,9.7,.552,5.0,8.8,.571,0.3,0.8,.350,1.8,2.1,.863,2.0,4.7,6.7,1.2,0.1,0.2,1.8,2.8,12.8,6.82,,.599,.567,.086,.220,,,,,,,,14.1,,2.0,0.4,2.4,.135,Undrafted,80
olu-famutimi-1,Olu Famutimi,21,Guard,196,96,2005,Arkansas,SEC,30,29,23.3,3.4,7.8,.438,2.0,4.2,.476,1.4,3.6,.393,1.2,1.7,.673,1.3,2.9,4.2,1.0,1.0,0.1,1.1,1.8,9.4,3.60,,.545,.528,.459,.223,,,,10.7,8.7,,0.3,11.0,20.6,1.2,1.4,2.6,.148,Undrafted,80
otis-george-1,Otis George,23,Forward,206,102,2005,Louisville,CUSA,26,4,19.2,2.0,3.7,.547,2.0,3.6,.559,0.0,0.1,.000,1.5,2.4,.629,2.2,2.8,4.9,0.8,0.8,0.5,0.8,2.8,5.5,6.18,,.575,.547,.021,.653,,,,14.3,7.9,,1.7,14.4,14.1,0.8,1.4,2.2,.176,Undrafted,80
brian-hamilton-1,Brian Hamilton,23,Forward,198,87,2005,Louisiana,Sun Belt,31,29,33.3,5.5,10.3,.538,5.5,10.1,.543,0.0,0.2,.200,2.6,4.8,.547,3.4,4.2,7.6,1.7,2.4,1.2,2.4,3.5,13.7,1.91,,.546,.539,.016,.465,,,,,,,,16.0,,1.8,3.3,5.1,.196,Undrafted,80
jared-homan-1,Jared Homan,22,Center,208,113,2005,Iowa State,Big 12,31,31,36.3,5.1,11.9,.430,5.1,11.6,.439,0.0,0.3,.100,3.3,4.7,.699,2.9,5.8,8.7,1.1,0.8,2.1,2.0,2.8,13.6,8.40,,.479,.431,.027,.395,,,,13.6,6.1,,4.1,12.2,22.4,0.4,4.0,4.3,.154,Undrafted,80
jan-jagla-1,Jan Jagla,24,Forward,211,105,2004,Penn State,Big Ten,28,26,31.2,5.1,11.8,.435,3.9,8.0,.487,1.2,3.8,.324,2.0,2.6,.778,2.2,5.7,7.9,1.5,0.9,1.2,2.3,2.7,13.4,5.67,,.518,.486,.319,.219,,,,15.0,13.8,,2.8,15.2,25.7,1.2,1.3,2.6,.117,Undrafted,80
thomas-kelati-1,Thomas Kelati,22,Guard,196,87,2005,Washington State,Pac-10,28,28,36.2,4.8,11.2,.430,1.9,4.3,.446,2.9,6.9,.420,1.8,2.4,.758,1.0,3.3,4.3,2.8,1.5,0.4,2.4,2.6,14.3,7.39,,.581,.559,.615,.210,,,,7.3,20.9,,0.8,16.5,23.1,2.9,2.1,4.9,.194,Undrafted,80
jackie-manuel-1,Jackie Manuel,22,Guard,196,87,2005,UNC,ACC,37,37,21.8,2.0,4.1,.490,1.9,3.6,.519,0.1,0.5,.278,1.3,2.2,.598,1.5,1.3,2.8,1.5,1.3,0.3,1.3,2.5,5.5,10.66,,.531,.507,.118,.536,,,,7.1,10.0,,0.9,19.7,13.2,0.7,1.5,2.2,.107,Undrafted,80
chet-mason-1,Chet Mason,24,Guard,193,81,2005,Miami (OH),MAC,30,30,35.0,5.0,11.4,.437,4.5,9.4,.482,0.5,2.0,.230,3.0,4.7,.631,2.7,4.9,7.6,3.3,1.3,0.2,3.2,2.4,13.4,3.62,,.491,.458,.178,.411,,,,13.4,22.0,,0.5,18.8,26.6,0.8,1.9,2.7,.103,Undrafted,80
scooter-mcfadgon-1,Scooter McFadgon,23,Guard,196,92,2005,Tennessee,SEC,26,25,30.2,4.8,12.3,.392,3.1,7.1,.435,1.7,5.2,.333,3.0,3.6,.828,1.2,2.8,4.0,1.9,0.7,0.2,1.7,1.7,14.3,8.37,,.512,.462,.423,.292,,,,,,,,11.0,,1.0,0.5,1.5,.076,Undrafted,80
tommy-mitchell-1,Tommy Mitchell,22,Guard,190,81,2005,Siena,MAAC,29,19,23.2,2.5,7.0,.360,1.8,4.7,.378,0.8,2.3,.324,2.4,3.0,.807,1.1,1.4,2.5,1.5,0.8,0.0,1.7,2.5,8.2,-2.47,,.488,.414,.335,.433,,,,,,,,16.7,,0.4,0.5,0.9,.051,Undrafted,80
brian-morrison-1,Brian Morrison,22,Guard,188,87,2005,UCLA,Pac-10,29,1,22.0,2.4,6.6,.374,1.0,2.3,.424,1.5,4.3,.347,1.0,1.3,.763,0.2,1.9,2.0,1.6,0.7,0.1,1.9,2.7,7.4,7.09,,.514,.487,.653,.200,,,,5.4,14.0,,0.4,20.6,19.9,0.6,0.6,1.1,.072,Undrafted,80
matt-nelson-2,Matt Nelson,22,Center,216,122,2005,Colorado State,MWC,27,19,28.0,5.7,9.4,.605,5.7,9.4,.605,0.0,0.0,,4.5,5.7,.786,1.1,4.7,5.9,1.3,0.3,1.3,2.6,2.2,15.8,3.88,,.655,.605,.000,.609,,,,,,,,17.7,,3.5,0.6,4.1,.217,Undrafted,80
spencer-nelson-1,Spencer Nelson,24,Forward,203,102,2005,Utah State,Big West,32,32,29.4,5.4,9.1,.600,5.1,7.9,.648,0.3,1.2,.270,4.8,6.2,.787,2.3,5.6,7.9,4.8,1.2,0.5,2.5,2.4,16.0,-1.47,,.669,.617,.128,.679,,,,,,,,17.1,,4.9,3.0,7.9,.336,Undrafted,80
carlos-powell-1,Carlos Powell,21,Forward,201,99,2005,South Carolina,SEC,33,33,33.7,6.4,12.1,.530,6.2,11.2,.560,0.2,1.0,.188,3.3,4.9,.683,1.9,4.6,6.5,1.6,1.3,0.5,1.9,2.3,16.4,7.85,,.567,.538,.080,.403,,,,11.4,10.4,,1.1,11.8,25.3,2.9,2.1,5.0,.181,Undrafted,80
filiberto-rivera-1,Filiberto Rivera,22,Guard,188,79,2005,UTEP,WAC,32,32,34.1,4.2,9.0,.460,2.6,4.8,.535,1.6,4.2,.373,3.6,4.3,.853,0.3,2.3,2.7,7.2,1.3,0.1,2.2,1.7,13.5,0.91,,.611,.547,.464,.471,,,,,,,,16.7,,3.1,1.7,4.8,.177,Undrafted,80
ricky-shields-1,Ricky Shields,22,Guard,193,86,2005,Rutgers,Big East,29,25,31.6,4.3,12.0,.362,2.0,5.0,.393,2.4,7.0,.340,1.9,2.5,.767,0.8,3.1,3.9,2.5,0.8,0.1,1.7,1.4,13.0,8.75,,.493,.461,.583,.210,,,,,,,,11.1,,0.7,0.8,1.5,.065,Undrafted,80
tre-simmons-1,Tre Simmons,22,Guard,196,90,2005,Washington,Pac-10,33,32,26.2,5.6,12.4,.452,3.2,6.6,.484,2.4,5.8,.417,2.4,2.8,.868,1.8,3.1,4.8,1.6,1.3,0.2,2.0,2.5,16.0,7.66,,.585,.550,.469,.222,,,,10.6,10.6,,0.4,12.9,27.0,2.7,1.5,4.2,.196,Undrafted,80
frans-steyn-1,Frans Steyn,22,Center,218,131,2005,Oklahoma State,Big 12,18,4,6.5,1.0,1.8,.563,1.0,1.8,.563,0.0,0.0,,0.7,1.4,.520,0.7,0.7,1.4,0.1,0.3,0.3,0.6,1.0,2.7,9.68,,.558,.563,.000,.781,,,,13.6,3.2,,3.8,18.6,23.3,0.2,0.4,0.6,.208,Undrafted,80
omar-thomas-1,Omar Thomas,23,Forward,196,92,2005,UTEP,WAC,35,34,32.1,7.1,13.8,.512,6.7,12.9,.520,0.4,0.9,.406,5.9,7.0,.845,2.3,4.3,6.7,1.5,1.6,0.3,1.6,2.2,20.5,0.91,,.596,.526,.066,.506,,,,,,,,8.7,,4.5,2.5,6.9,.247,Undrafted,80
jeff-varem-1,Jeff Varem,21,Guard,198,108,2005,Washington State,Pac-10,28,27,30.3,4.0,8.0,.502,3.9,7.5,.522,0.1,0.5,.214,2.4,4.0,.584,2.2,5.6,7.8,2.1,1.6,0.8,3.4,2.8,10.5,7.39,,.530,.509,.063,.507,,,,16.0,18.3,,2.1,25.4,24.8,1.3,3.1,4.3,.205,Undrafted,80
davin-white-1,Davin White,23,Guard,185,83,2005,Cal State Northridge,Big West,31,16,28.5,4.2,9.7,.434,2.2,4.4,.500,2.0,5.4,.380,2.0,2.5,.803,0.6,2.0,2.6,3.3,1.8,0.2,2.3,2.9,12.5,-0.98,,.571,.538,.550,.252,,,,5.7,24.1,,0.6,17.4,22.8,2.1,1.3,3.4,.153,Undrafted,80
kennedy-winston-1,Kennedy Winston,20,Forward,201,104,2005,Alabama,SEC,32,32,34.4,6.3,13.8,.461,4.5,9.4,.475,1.9,4.3,.432,3.3,4.3,.775,1.3,4.1,5.4,2.6,0.3,0.3,2.5,2.0,17.9,6.81,,.567,.530,.316,.314,,,,9.2,16.6,,0.5,13.7,28.1,2.9,1.1,4.0,.146,Undrafted,80
yakhouba-diawara-1,Yakhouba Diawara,22,Forward,201,102,2005,Pepperdine,WCC,31,26,31.9,5.1,11.7,.431,4.4,9.4,.466,0.7,2.3,.292,3.2,5.4,.587,2.9,2.9,5.7,1.1,0.8,0.1,2.2,2.6,14.0,1.51,,.488,.460,.198,.459,,,,9.8,7.1,,0.2,13.3,24.5,0.6,0.9,1.5,.061,Undrafted,80
randolph-morris-1,Randolph Morris,19,Center,208,120,2007,Kentucky,SEC,34,32,27.6,5.9,10.0,.592,5.9,10.0,.592,0.0,0.0,,4.2,6.1,.683,2.0,5.8,7.8,1.1,0.8,2.1,2.2,2.4,16.1,11.41,,.621,.592,.000,.610,,,,,,,,14.4,,3.7,2.4,6.1,.260,Undrafted,80
ivan-mcfarlin-1,Ivan McFarlin,23,Forward,203,108,2005,Oklahoma State,Big 12,33,33,30.7,4.8,8.1,.588,4.7,8.0,.585,0.1,0.1,1.000,2.9,3.8,.754,3.1,4.3,7.4,1.6,1.3,1.1,2.0,3.1,12.5,9.68,,.629,.592,.007,.472,,,,15.4,9.8,,2.7,16.8,19.7,3.0,2.9,5.9,.234,Undrafted,80
lamarcus-aldridge-1,LaMarcus Aldridge,20,Forward,211,108,2006,Texas,Big 12,37,37,33.7,5.9,10.4,.569,5.9,10.4,.569,0.0,0.0,,3.2,4.9,.646,3.6,5.5,9.2,0.5,1.4,2.0,1.6,2.5,15.0,6.99,,.589,.569,.000,.470,,,,15.5,3.3,,4.1,11.1,21.1,3.4,5.3,8.7,.278,Top15,2
adam-morrison-1,Adam Morrison,21,Forward,203,92,2006,Gonzaga,WCC,33,32,36.5,9.3,18.7,.496,7.0,13.5,.523,2.2,5.2,.428,7.3,9.4,.772,1.4,4.1,5.5,1.7,1.1,0.3,2.3,2.0,28.1,5.02,,.605,.556,.280,.504,,,,,,,,9.0,,5.5,1.2,6.8,.225,Top15,3
shelden-williams-1,Shelden Williams,22,Forward,206,113,2006,Duke,ACC,36,36,33.3,6.6,11.4,.578,6.5,11.2,.582,0.1,0.2,.333,5.6,7.5,.744,3.3,7.4,10.7,1.1,1.7,3.8,2.5,3.2,18.8,8.77,,.629,.580,.015,.659,,,,18.5,6.8,,7.5,14.2,25.8,4.6,4.5,9.1,.305,Top15,5
brandon-roy-1,Brandon Roy,21,Guard,198,97,2006,Washington,Pac-10,33,33,31.7,6.9,13.6,.508,5.7,10.7,.537,1.2,2.9,.402,5.2,6.4,.810,2.1,3.5,5.6,4.1,1.4,0.8,2.3,2.5,20.2,5.96,,.606,.551,.216,.470,,,,10.5,25.1,,1.8,12.0,27.5,4.1,2.9,7.0,.269,Top15,6
randy-foye-1,Randy Foye,22,Guard,193,95,2006,Villanova,Big East,33,33,34.7,6.8,16.7,.411,4.2,9.0,.463,2.7,7.7,.350,4.1,5.2,.791,1.6,4.1,5.8,3.0,1.4,0.6,2.2,2.2,20.5,9.23,,.536,.492,.462,.313,,,,9.3,21.3,,1.4,10.1,30.8,2.6,3.1,5.7,.200,Top15,7
rudy-gay-1,Rudy Gay,19,Forward,206,99,2006,UConn,Big East,33,33,30.8,5.7,12.3,.461,4.8,9.6,.500,0.8,2.7,.318,3.1,4.2,.732,2.0,4.4,6.4,2.1,1.8,1.6,2.5,2.3,15.2,6.57,,.533,.495,.217,.340,,,,10.8,12.6,,3.2,14.8,25.2,1.7,3.5,5.2,.204,Top15,8
jj-redick-1,J.J. Redick,22,Guard,193,86,2006,Duke,ACC,36,36,37.1,8.4,17.9,.470,4.5,8.7,.521,3.9,9.2,.421,6.1,7.1,.863,0.2,1.8,2.0,2.6,1.4,0.1,2.5,1.5,26.8,8.77,,.630,.578,.513,.398,,,,3.1,15.8,,0.1,10.5,31.5,6.7,1.0,7.8,.233,Top15,11
hilton-armstrong-1,Hilton Armstrong,21,Center,211,106,2006,UConn,Big East,34,33,27.7,3.5,5.7,.608,3.4,5.6,.609,0.0,0.1,.500,2.7,3.9,.692,2.0,4.6,6.6,0.7,0.6,3.1,2.3,2.8,9.7,6.57,,.640,.611,.010,.686,,,,12.5,4.5,,7.1,23.0,16.3,2.4,3.5,5.9,.249,Top15,12
ronnie-brewer-1,Ronnie Brewer,21,Guard,201,99,2006,Arkansas,SEC,32,31,34.8,6.2,14.0,.441,4.6,9.3,.493,1.6,4.7,.338,4.5,6.0,.750,1.2,3.6,4.8,3.3,2.6,0.5,2.2,1.4,18.4,6.17,,.547,.498,.338,.430,,,,8.0,19.7,,1.0,11.5,27.1,2.6,2.7,5.3,.190,Top15,14
cedric-simmons-1,Cedric Simmons,20,Center,206,106,2006,NC State,ACC,32,31,27.5,4.0,6.8,.587,3.9,6.8,.583,0.1,0.1,1.000,3.8,5.5,.678,1.8,4.6,6.3,1.7,0.7,2.5,1.8,3.1,11.8,5.63,,.626,.592,.009,.812,,,,13.8,13.3,,6.4,16.3,21.8,2.7,1.9,4.6,.208,Top15,15
rodney-carney-1,Rodney Carney,22,Forward,201,92,2006,Memphis,CUSA,37,29,27.8,5.9,13.6,.436,3.2,6.6,.484,2.8,7.1,.391,2.5,3.6,.712,1.5,2.7,4.3,1.3,1.3,0.7,1.5,2.3,17.2,4.24,,.560,.537,.517,.261,,,,,,,,8.7,,2.9,2.6,5.5,.214,Top30,16
shawne-williams-1,Shawne Williams,20,Forward,206,102,2006,Memphis,CUSA,36,34,27.8,4.3,10.4,.416,3.0,6.1,.489,1.3,4.3,.312,3.2,4.0,.786,1.7,4.4,6.2,1.9,1.4,1.4,2.3,2.9,13.2,4.24,,.534,.480,.411,.387,,,,,,,,15.4,,1.7,3.7,5.3,.213,Top30,17
quincy-douby-1,Quincy Douby,22,Guard,190,79,2006,Rutgers,Big East,33,33,36.7,8.7,18.8,.462,5.2,10.1,.515,3.5,8.8,.401,4.5,5.3,.847,0.8,3.5,4.3,3.1,1.8,0.8,2.8,1.8,25.4,5.16,,.595,.556,.465,.283,,,,6.8,25.2,,1.7,11.5,34.7,5.5,2.4,7.8,.258,Top30,19
renaldo-balkman-1,Renaldo Balkman,21,Forward,203,94,2006,South Carolina,SEC,38,22,25.7,4.0,6.6,.608,3.9,6.2,.624,0.1,0.3,.308,1.5,2.7,.538,2.1,4.2,6.3,1.9,1.7,1.3,1.7,2.2,9.6,8.14,,.608,.616,.052,.416,,,,15.5,15.8,,3.8,17.8,20.4,2.6,3.0,5.6,.230,Top30,20
rajon-rondo-1,Rajon Rondo,20,Guard,185,77,2006,Kentucky,SEC,34,28,31.0,4.3,9.0,.482,3.8,7.0,.540,0.5,1.9,.273,2.0,3.5,.571,1.1,5.1,6.1,4.9,2.0,0.1,2.3,2.1,11.2,8.88,,.526,.511,.216,.390,,,,11.4,31.3,,0.3,17.9,21.1,1.4,2.6,4.0,.150,Top30,21
josh-boone-1,Josh Boone,21,Center,208,107,2006,UConn,Big East,34,32,27.1,4.0,7.1,.564,4.0,7.1,.564,0.0,0.0,,2.2,4.1,.547,3.1,3.9,7.0,0.6,0.4,2.0,1.2,2.1,10.3,6.57,,.566,.564,.000,.572,,,,13.4,4.2,,4.7,12.0,17.6,1.6,2.8,4.4,.192,Top30,23
kyle-lowry-1,Kyle Lowry,20,Guard,183,79,2006,Villanova,Big East,33,31,29.3,3.5,7.6,.466,3.3,7.1,.468,0.2,0.5,.444,3.7,4.7,.786,1.8,2.5,4.3,3.7,2.3,0.2,2.1,2.8,11.0,9.23,,.560,.482,.072,.614,,,,8.3,25.9,,0.6,17.8,20.4,1.9,3.1,4.9,.204,Top30,24
shannon-brown-1,Shannon Brown,20,Guard,193,92,2006,Michigan State,Big Ten,34,34,35.2,5.9,12.7,.467,4.1,7.9,.513,1.9,4.8,.390,3.4,4.1,.830,1.1,3.3,4.4,2.7,1.5,0.1,2.5,2.3,17.2,7.27,,.585,.540,.379,.326,,,,7.8,16.3,,0.3,14.5,25.4,3.3,1.2,4.5,.151,Top30,25
jordan-farmar-1,Jordan Farmar,19,Guard,188,81,2006,UCLA,Pac-10,37,37,30.4,4.6,11.4,.410,2.9,6.2,.472,1.7,5.1,.333,2.5,3.4,.717,0.6,2.0,2.6,5.1,1.1,0.2,3.6,1.7,13.5,8.27,,.518,.485,.450,.302,,,,5.4,37.6,,0.6,21.9,29.4,1.7,2.2,3.9,.139,Top30,26
maurice-ager-1,Maurice Ager,22,Guard,196,91,2006,Michigan State,Big Ten,34,34,34.4,6.6,14.6,.457,4.2,8.1,.522,2.4,6.5,.376,3.6,4.7,.761,0.7,3.4,4.1,2.5,0.7,0.3,2.6,2.4,19.3,7.27,,.575,.540,.446,.321,,,,7.3,15.9,,0.7,13.2,29.1,3.5,1.0,4.5,.153,Top30,28
mardy-collins-1,Mardy Collins,21,Guard,198,99,2006,Temple,A-10,32,32,37.9,6.3,14.6,.432,5.0,10.3,.483,1.3,4.3,.307,2.8,4.7,.596,1.4,3.3,4.7,4.0,2.8,0.2,2.0,2.2,16.8,5.19,,.497,.476,.293,.323,,,,7.4,27.4,,0.4,10.7,27.6,1.2,3.6,4.8,.159,Top30,29
james-white-1,James White,23,Forward,201,90,2006,Cincinnati,Big East,33,33,33.5,5.4,11.0,.488,3.9,7.0,.552,1.5,4.0,.374,4.1,4.8,.838,1.3,3.8,5.1,2.0,1.1,0.8,2.3,2.7,16.3,8.41,,.612,.555,.361,.441,,,,,,,,14.9,,3.6,2.3,5.8,.211,Top45,31
steve-novak-1,Steve Novak,23,Forward,208,99,2006,Marquette,Big East,31,31,33.8,5.6,11.7,.477,1.7,3.4,.500,3.9,8.4,.467,2.4,2.5,.974,1.1,4.8,5.9,1.3,0.6,0.1,1.0,2.1,17.5,8.16,,.678,.643,.713,.209,,,,9.8,7.5,,0.3,7.4,20.2,4.7,1.0,5.7,.217,Top45,32
solomon-jones-1,Solomon Jones,21,Center,208,104,2006,South Florida,Big East,29,29,36.4,4.8,9.9,.484,4.8,9.8,.488,0.0,0.1,.000,3.6,4.7,.778,3.2,6.6,9.8,1.3,0.9,3.1,3.5,3.4,13.2,4.65,,.545,.484,.007,.470,,,,16.5,9.5,,6.4,22.3,22.5,1.8,1.8,3.6,.137,Top45,33
paul-davis-1,Paul Davis,21,Center,211,122,2006,Michigan State,Big Ten,33,33,30.8,6.2,11.0,.566,6.1,10.5,.580,0.2,0.6,.316,4.8,5.6,.870,2.6,6.5,9.1,1.6,1.0,0.9,2.5,3.1,17.5,7.27,,.640,.574,.052,.505,,,,18.3,12.0,,2.1,15.2,27.1,4.4,1.9,6.3,.247,Top45,34
pj-tucker-1,P.J. Tucker,21,Forward,196,102,2006,Texas,Big 12,37,37,34.5,6.1,11.8,.515,6.0,11.7,.514,0.1,0.1,.667,3.8,5.1,.747,2.8,6.7,9.5,2.9,1.8,0.4,3.1,2.8,16.1,6.99,,.563,.517,.007,.435,,,,15.8,17.1,,0.7,17.9,25.0,3.1,4.3,7.3,.229,Top45,35
craig-smith-1,Craig Smith,22,Forward,201,113,2006,Boston College,ACC,36,36,36.3,6.8,11.8,.573,6.7,11.4,.587,0.0,0.3,.083,4.1,6.3,.643,3.1,6.3,9.4,3.0,1.2,0.8,2.5,3.0,17.6,6.10,,.595,.574,.028,.535,,,,,,,,14.3,,3.9,2.8,6.7,.205,Top45,36
bobby-jones-2,Bobby Jones,22,Forward,201,97,2006,Washington,Pac-10,33,33,26.5,3.4,7.2,.473,2.5,4.6,.556,0.9,2.7,.330,2.7,3.6,.746,2.1,2.8,4.9,1.3,1.2,0.5,2.0,3.2,10.4,5.96,,.581,.533,.368,.494,,,,11.0,8.2,,1.4,18.3,19.1,1.8,2.1,3.9,.180,Top45,37
david-noel-1,David Noel,22,Guard,198,104,2006,UNC,ACC,31,31,33.7,5.1,9.6,.532,3.8,6.6,.580,1.3,3.0,.424,1.5,2.3,.625,2.5,4.4,6.8,3.5,1.1,0.7,3.1,2.7,12.9,7.77,,.604,.598,.310,.242,,,,11.3,18.8,,1.4,22.3,18.9,2.5,2.1,4.6,.177,Top45,39
denham-brown-1,Denham Brown,23,Forward,198,99,2006,UConn,Big East,32,20,23.6,3.7,9.1,.403,2.7,6.2,.439,0.9,2.9,.326,2.5,2.8,.868,1.3,3.1,4.4,1.4,0.8,0.4,1.7,1.7,10.7,6.57,,.515,.455,.317,.314,,,,9.7,10.4,,1.0,13.7,23.6,0.9,1.7,2.5,.135,Top45,40
james-augustine-1,James Augustine,22,Forward,208,106,2006,Illinois,Big Ten,33,33,32.7,5.3,8.5,.624,5.2,8.4,.625,0.0,0.1,.500,3.0,4.6,.651,3.0,6.1,9.1,1.8,1.4,0.7,2.0,2.5,13.6,6.29,,.638,.625,.007,.545,,,,17.0,11.4,,1.8,16.0,20.2,3.7,4.8,8.6,.317,Top45,41
alexander-johnson-1,Alexander Johnson,23,Center,206,108,2006,Florida State,ACC,29,28,24.9,4.4,8.1,.540,4.1,7.1,.573,0.3,1.0,.310,4.1,5.9,.706,2.6,4.9,7.4,0.7,1.1,1.0,2.8,3.2,13.2,4.86,,.606,.560,.123,.723,,,,18.4,6.0,,3.0,20.6,26.8,2.4,2.2,4.6,.253,Top45,45
dee-brown-2,Dee Brown,21,Guard,183,83,2006,Illinois,Big Ten,33,33,35.8,4.8,13.2,.359,2.4,5.9,.407,2.4,7.4,.321,2.4,3.1,.757,0.5,2.6,3.1,5.8,1.6,0.0,2.8,1.8,14.2,6.29,,.484,.449,.556,.236,,,,5.3,31.7,,0.1,16.2,25.5,0.7,2.7,3.4,.115,Top60,46
paul-millsap-1,Paul Millsap,21,Forward,203,111,2006,Louisiana Tech,WAC,33,33,34.1,7.8,13.7,.571,7.7,13.3,.578,0.2,0.4,.357,3.8,6.2,.623,6.0,7.3,13.3,1.1,1.9,2.3,2.5,3.1,19.6,2.55,,.590,.576,.031,.451,,,,,,,,13.1,,4.1,6.7,10.8,.384,Top60,47
leon-powe-1,Leon Powe,22,Forward,203,108,2006,California,Pac-10,27,27,35.3,6.6,13.3,.496,6.5,13.0,.500,0.1,0.3,.333,7.2,10.0,.719,3.3,6.8,10.1,1.4,0.9,0.6,2.4,2.5,20.5,8.84,,.567,.500,.025,.752,,,,18.5,10.5,,1.2,11.9,31.6,2.9,2.0,5.0,.208,Top60,49
ryan-hollins-1,Ryan Hollins,21,Center,213,104,2006,UCLA,Pac-10,33,24,21.5,2.5,4.1,.619,2.5,4.1,.619,0.0,0.0,,2.0,3.3,.602,2.0,2.8,4.8,0.3,0.2,0.9,1.2,2.5,7.0,8.27,,.623,.619,.000,.806,,,,14.2,2.9,,3.2,17.0,16.9,1.8,2.1,3.9,.220,Top60,50
guillermo-diaz-1,Guillermo Diaz,21,Guard,188,87,2006,Miami (FL),ACC,34,34,35.2,5.7,13.7,.415,3.4,7.4,.458,2.3,6.3,.364,3.5,4.5,.789,0.5,2.4,2.9,2.9,1.1,0.2,2.0,1.7,17.2,7.00,,.543,.499,.458,.325,,,,5.0,18.5,,0.5,11.1,26.6,2.6,1.4,4.0,.133,Top60,52
hassan-adams-1,Hassan Adams,22,Guard,193,99,2006,Arizona,Pac-10,31,30,33.3,7.5,15.8,.478,7.0,13.7,.511,0.5,2.1,.262,1.9,3.1,.611,2.2,2.8,5.0,2.9,2.6,0.5,2.2,1.9,17.5,10.09,,.507,.495,.133,.194,,,,8.8,19.4,,1.0,11.4,28.2,1.2,2.6,3.9,.150,Top60,54
jr-pinnock-1,J.R. Pinnock,22,Guard,196,93,2006,George Washington,A-10,30,30,31.6,5.5,11.3,.485,4.6,8.2,.563,0.8,3.0,.275,2.8,3.9,.709,1.6,3.7,5.3,3.1,2.4,0.5,2.0,2.0,14.5,-0.33,,.554,.522,.269,.346,,,,,,,,13.4,,1.9,2.6,4.5,.192,Top60,58
will-blalock-1,Will Blalock,22,Guard,183,92,2006,Iowa State,Big 12,30,30,35.7,5.9,13.2,.447,4.3,9.3,.468,1.6,3.9,.398,2.0,3.0,.659,0.8,2.5,3.3,6.1,2.2,0.1,3.0,1.8,15.4,7.30,,.525,.506,.298,.230,,,,,,,,16.8,,1.5,1.4,2.9,.107,Top60,60
cj-watson-1,C.J. Watson,22,Guard,188,81,2006,Tennessee,SEC,30,30,31.9,4.5,9.7,.467,2.9,5.8,.497,1.6,3.9,.422,4.6,5.2,.878,0.5,2.6,3.1,3.9,2.0,0.1,2.1,2.6,15.3,7.76,,.627,.552,.399,.536,,,,5.6,21.3,,0.3,14.7,21.2,3.1,1.1,4.3,.178,Undrafted,80
chris-quinn-1,Chris Quinn,22,Guard,188,83,2006,Notre Dame,Big East,29,29,40.0,6.0,13.3,.450,3.6,7.6,.473,2.4,5.8,.419,3.3,3.8,.872,0.8,2.9,3.8,6.4,1.6,0.1,2.7,2.1,17.7,6.68,,.585,.540,.432,.282,,,,,,,,14.9,,2.9,1.2,4.2,.143,Undrafted,80
chris-copeland-1,Chris Copeland,22,Forward,203,106,2006,Colorado,Big 12,30,28,24.3,4.1,9.4,.440,2.5,4.7,.521,1.7,4.7,.357,2.1,3.1,.688,1.7,3.4,5.1,1.6,0.8,1.1,1.5,2.4,12.1,4.57,,.555,.528,.496,.330,,,,10.8,12.3,,3.0,12.4,23.3,1.6,1.9,3.5,.191,Undrafted,80
pops-mensah-bonsu-1,Pops Mensah-Bonsu,22,Forward,206,108,2006,George Washington,A-10,23,22,25.3,4.4,7.8,.564,4.4,7.8,.564,0.0,0.0,,3.8,7.1,.534,2.7,4.0,6.7,0.8,0.4,1.7,2.3,2.8,12.6,-0.33,,.564,.564,.000,.911,,,,,,,,16.9,,1.3,2.2,3.5,.243,Undrafted,80
tarence-kinsey-1,Tarence Kinsey,22,Guard,198,83,2006,South Carolina,SEC,38,37,34.8,5.5,12.1,.453,3.6,7.2,.507,1.9,5.0,.376,3.0,3.5,.843,1.4,3.2,4.6,2.3,1.6,0.3,2.1,2.2,15.8,8.14,,.574,.530,.410,.291,,,,8.4,14.2,,0.8,12.9,24.9,3.5,2.0,5.5,.167,Undrafted,80
thomas-gardner-1,Thomas Gardner,21,Guard,196,102,2006,Missouri,Big 12,28,28,34.2,6.6,15.5,.429,3.3,7.0,.467,3.4,8.5,.397,3.0,4.2,.720,1.1,2.1,3.2,1.6,1.0,0.0,3.3,2.1,19.7,6.13,,.562,.537,.546,.272,,,,5.5,12.0,,0.0,15.8,30.4,2.7,0.5,3.3,.137,Undrafted,80
chris-hunter-1,Chris Hunter,21,Forward,211,102,2006,Michigan,Big Ten,30,7,18.5,2.8,6.3,.442,2.2,4.2,.512,0.6,2.1,.302,1.9,2.4,.803,1.2,2.6,3.8,0.4,0.6,1.0,1.5,2.3,8.1,7.04,,.545,.492,.332,.374,,,,13.2,4.1,,4.0,16.7,25.3,1.0,0.9,1.9,.137,Undrafted,80
